Date,Year,Season,Month,DayOff,COVID,Temp_mean,Temp_min,Temp_max,H2O,Wind,Pressure,Sunspots,F10.7,Sudden_Start,Kp_Sum,Ap_mean,K_Sum,Dst_mean,Dst_var,Dst_level,EMS_UA,EMS_AMI
2011-09-12,2011,Autumn,September,No,No,8.2,6.2,13.8,5.1,6,720.75,139,122.9,No,31.668,27,30,-35,31,Moderate,10,1
2011-09-13,2011,Autumn,September,No,No,6.4,4.6,9.1,0.8,7,723.8,145,125.5,No,23.999,18,18,-33,22,Weak,13,4
2011-09-14,2011,Autumn,September,No,No,2.8,1.2,5.9,0,5,728.2,169,131,No,9.666,5,10,-20,8,Weak,13,4
2011-09-15,2011,Autumn,September,No,No,4,2,6.8,0,5,729.5,191,144.3,No,12.333,6,9,-20,16,Weak,13,5
2011-09-16,2011,Autumn,September,No,No,5.5,-0.3,12.4,0,3,728.8,191,142.3,No,5.667,3,7,-17,14,Weak,14,2
2011-09-17,2011,Autumn,September,Yes,No,9,4.8,15.9,0,2,727.35,160,144.6,Yes,30.999,32,31,-32,93,Moderate,17,3
2011-09-18,2011,Autumn,September,Yes,No,8.8,0.6,17.7,0,2,726.6,143,146.2,No,10.334,5,13,-33,21,Weak,4,0
2011-09-19,2011,Autumn,September,No,No,8.6,1.2,19,0,3,725.45,142,151.6,No,3.666,2,4,-17,23,Weak,16,5
2011-09-20,2011,Autumn,September,No,No,9.9,0.7,20.7,0,3,724.65,123,142.2,No,12.001,6,11,-18,13,Weak,16,3
2011-09-21,2011,Autumn,September,No,No,10.2,0.6,21.2,0,1,722.5,108,145.5,No,8.333,4,6,-12,14,Quiet,20,5
2011-09-22,2011,Autumn,September,No,No,11.5,2.7,22.6,0,2,719.5,109,145.3,No,7.666,4,6,-14,23,Weak,14,0
2011-09-23,2011,Autumn,September,No,No,11.6,4.2,22.3,0,2,718.95,91,151.9,No,3.333,2,3,-7,14,Quiet,20,2
2011-09-24,2011,Autumn,September,Yes,No,11.1,4.2,19.5,0,2,720.1,116,159.3,No,7.333,4,5,-4,16,Quiet,9,3
2011-09-25,2011,Autumn,September,Yes,No,10.7,5.1,17.7,0,2,717.5,122,191.6,No,9,4,12,-2,13,Quiet,7,1
2011-09-26,2011,Autumn,September,No,No,6.9,4.1,11.5,5.4,2,719.5,112,169.8,Yes,26.999,38,26,-24,143,Major,12,3
2011-09-27,2011,Autumn,September,No,No,4.4,2.4,7.7,0.7,5,727.8,103,149,No,32.001,30,28,-55,88,Major,17,3
2011-09-28,2011,Autumn,September,No,No,5.3,2.6,9.5,0,5,729.05,109,139.6,No,25.333,20,21,-47,36,Moderate,7,2
2011-09-29,2011,Autumn,September,No,No,3.8,-3.4,10.5,0,4,730.75,128,134,No,26.335,24,25,-37,27,Moderate,11,1
2011-09-30,2011,Autumn,September,No,No,5.7,1.5,12.3,0,2,730.9,116,137,No,11,7,10,-23,36,Weak,16,3
2011-10-01,2011,Autumn,October,Yes,No,5.2,-2.6,14.9,0,2,730.9,118,138.5,No,23.333,16,20,-26,28,Weak,5,4
2011-10-02,2011,Autumn,October,Yes,No,7.2,-0.1,17.3,0,3,726.5,118,137.2,No,21.667,13,19,-24,16,Weak,9,1
2011-10-03,2011,Autumn,October,No,No,8.9,-0.7,20.3,0,2,720.45,113,131.1,No,8.999,4,11,-19,13,Weak,8,4
2011-10-04,2011,Autumn,October,No,No,10.1,6.3,15.3,0,2,721.1,128,129.1,No,11,5,13,-18,11,Weak,14,2
2011-10-05,2011,Autumn,October,No,No,7.1,0.5,15.6,0,3,718.95,100,130.4,Yes,23.334,16,23,-19,43,Weak,10,1
2011-10-06,2011,Autumn,October,No,No,8.9,4.6,16.6,0,3,718.35,100,126.7,No,14.333,7,16,-12,22,Weak,19,2
2011-10-07,2011,Autumn,October,No,No,6.8,5.2,10,3.4,3,719.85,89,123.9,No,9.334,4,11,-21,30,Weak,12,3
2011-10-08,2011,Autumn,October,Yes,No,6.4,2.8,11.6,0.6,4,726.2,69,121.9,No,13.667,8,14,-3,25,Quiet,11,1
2011-10-09,2011,Autumn,October,Yes,No,5.8,-0.5,14,0,2,725.25,79,118.2,No,18.334,10,15,-28,29,Weak,16,6
2011-10-10,2011,Autumn,October,No,No,7.3,1.6,16.2,0,2,726.5,90,120.7,No,4.666,3,7,-10,13,Quiet,12,2
2011-10-11,2011,Autumn,October,No,No,5.6,-1.1,13.8,0,2,726.9,124,126,No,6.333,3,7,-4,14,Quiet,23,2
2011-10-12,2011,Autumn,October,No,No,3.9,-0.3,8.6,0.7,2,723.95,146,129.7,No,10.667,5,10,-5,12,Quiet,15,1
2011-10-13,2011,Autumn,October,No,No,5.5,3.5,8.6,1.5,4,728.6,161,133.5,No,6,3,5,-10,17,Quiet,14,1
2011-10-14,2011,Autumn,October,No,No,4.1,-1.2,10.4,0.9,4,724.6,170,137,No,2.6660000000000004,2,2,-3,6,Quiet,15,6
2011-10-15,2011,Autumn,October,Yes,No,7.5,6.1,10,7.8,3,723.9,148,135.4,No,13.666,8,13,-6,16,Quiet,12,2
2011-10-16,2011,Autumn,October,Yes,No,7,4,11.3,0,3,724.75,154,136.9,No,14,7,13,-10,15,Quiet,11,3
2011-10-17,2011,Autumn,October,No,No,6.9,2.2,15.6,0,2,721.2,176,150,No,7.334,4,5,-10,17,Weak,24,1
2011-10-18,2011,Autumn,October,No,No,7.2,-0.3,18.5,0,2,717.1,156,151.6,No,7.999,4,5,-6,13,Quiet,11,7
2011-10-19,2011,Autumn,October,No,No,5.1,1.6,10.4,0,3,721.2,141,145.7,No,11.334,5,9,-8,12,Quiet,13,2
2011-10-20,2011,Autumn,October,No,No,1.5,-3.4,6.7,0,5,725.25,183,146.1,No,9,4,6,-12,11,Quiet,9,4
2011-10-21,2011,Autumn,October,No,No,0.2,-4.8,5.6,0,3,725.1,194,157.8,No,7.666,4,5,-16,11,Weak,16,4
2011-10-22,2011,Autumn,October,Yes,No,1.2,-1,4.8,0,3,732.2,174,166.3,No,2.333,2,2,-8,16,Quiet,9,4
2011-10-23,2011,Autumn,October,Yes,No,-0.5,-6.5,7.9,0,3,730.1,134,162.5,No,4.001,2,2,1,15,Quiet,6,1
2011-10-24,2011,Autumn,October,No,No,0.9,-4.3,9.2,0,2,726.35,130,153.9,Yes,18,26,16,-4,99,Moderate,18,2
2011-10-25,2011,Autumn,October,No,No,0.1,-6.2,8.8,0,2,725.75,110,143.8,No,27.667,38,20,-86,92,Major,16,2
2011-10-26,2011,Autumn,October,No,No,-0.2,-5.5,6.8,0,2,722.5,104,137.3,No,7.667,4,7,-45,20,Moderate,14,2
2011-10-27,2011,Autumn,October,No,No,2.4,-4.4,12.2,0,2,720.75,93,130.6,No,8.333,4,6,-38,10,Weak,17,1
2011-10-28,2011,Autumn,October,No,No,6.2,2.7,11.1,0,2,713.3,101,129.9,No,0.333,0,0,-25,15,Weak,12,1
2011-10-29,2011,Autumn,October,Yes,No,2.7,1.2,6.6,0,3,719.45,94,132.2,No,0.333,0,0,-16,13,Weak,8,0
2011-10-30,2011,Autumn,October,Yes,No,1.6,-0.5,3.9,0.7,3,720.75,103,121.4,No,11.333,6,10,-16,29,Weak,10,1
2011-10-31,2011,Autumn,October,No,No,-0.3,-3.1,2.6,20.3,2,718.5,96,124.9,No,17,10,17,-15,41,Weak,21,2
2011-11-01,2011,Autumn,November,No,No,-3.3,-8.6,1.5,1.9,7,724.95,125,136.1,Yes,26.334,19,22,-48,29,Moderate,12,2
2011-11-02,2011,Autumn,November,No,No,-3.7,-9,4.2,0,3,722,128,136.5,No,16.335,9,15,-47,25,Moderate,18,3
2011-11-03,2011,Autumn,November,No,No,-4.8,-9.8,3.7,0,2,725.3,125,151.2,No,6,3,4,-30,14,Weak,25,3
2011-11-04,2011,Autumn,November,Yes,No,-3,-9.1,6.6,0,3,725.8,99,157.8,No,6.333,3,6,-26,15,Weak,11,2
2011-11-05,2011,Autumn,November,Yes,No,-2,-6.5,3.7,0,3,725.6,114,161.1,No,6.001,3,3,-27,23,Weak,7,4
2011-11-06,2011,Autumn,November,Yes,No,-5.1,-9.1,0.4,0,2,727.75,145,169,No,5.3340000000000005,3,5,-5,31,Weak,6,0
2011-11-07,2011,Autumn,November,No,No,-1.8,-7.6,6.7,0,1,727.4,173,173.6,No,8.334,4,7,1,13,Quiet,16,0
2011-11-08,2011,Autumn,November,No,No,2.1,-0.9,6.4,0,3,721.7,171,178.9,No,14.332,7,12,-14,25,Weak,18,5
2011-11-09,2011,Autumn,November,No,No,2.7,-0.2,6.9,0.4,6,716.85,177,177.7,No,2,1,0,-12,11,Quiet,20,2
2011-11-10,2011,Autumn,November,No,No,-2.9,-4.9,0.9,0,6,726.75,170,176.7,No,5.333,3,3,-7,20,Quiet,13,2
2011-11-11,2011,Autumn,November,No,No,-7.8,-10.5,-4,0.2,2,726.45,162,175.2,No,6.001,3,3,-9,7,Quiet,16,5
2011-11-12,2011,Autumn,November,Yes,No,-9.9,-12.9,-6.9,1,4,728.9,157,170.4,No,5.999,3,5,-4,21,Quiet,8,4
2011-11-13,2011,Autumn,November,Yes,No,-14.5,-18.8,-9,0,3,725.85,162,165.3,No,2.999,2,0,-5,11,Quiet,11,1
2011-11-14,2011,Autumn,November,No,No,-9.8,-16,-1.1,0,2,719.15,164,152.1,No,1.332,1,1,1,7,Quiet,17,4
2011-11-15,2011,Autumn,November,No,No,-7.8,-9.8,-5.3,0.3,4,723.5,141,157.7,No,11.666,6,8,-11,27,Weak,16,1
2011-11-16,2011,Autumn,November,No,No,-9.5,-12,-6.9,0.3,2,726.3,125,145.1,No,6,3,3,-6,8,Quiet,10,3
2011-11-17,2011,Autumn,November,No,No,-11.9,-15.2,-8.4,0.3,2,730.95,121,139.2,No,7.334,4,5,-7,9,Quiet,14,1
2011-11-18,2011,Autumn,November,No,No,-14.3,-16.2,-11.4,0.2,2,731.35,132,144.4,No,4.667,3,2,-7,12,Quiet,15,6
2011-11-19,2011,Autumn,November,Yes,No,-17.3,-23,-9.4,0,3,727,128,141.1,No,0.333,0,0,0,6,Quiet,9,3
2011-11-20,2011,Autumn,November,Yes,No,-12.9,-17.5,-4.8,0,2,724.75,137,136.3,No,2.0010000000000003,1,3,2,8,Quiet,8,3
2011-11-21,2011,Autumn,November,No,No,-9.7,-12.7,-4.8,1.6,2,732.35,127,136.6,No,9,5,8,-9,19,Quiet,12,3
2011-11-22,2011,Autumn,November,No,No,-9.9,-17.5,-2.4,0,3,728.6,138,137.7,No,13.667,7,14,-8,23,Quiet,10,2
2011-11-23,2011,Autumn,November,No,No,-6.4,-8.6,-4.2,0.8,4,723.95,142,138.9,No,13.333,6,8,-15,19,Weak,16,7
2011-11-24,2011,Autumn,November,No,No,-8,-12.9,-0.8,0,3,723.25,131,136.5,No,14.001,7,17,-9,15,Quiet,18,6
2011-11-25,2011,Autumn,November,No,No,-10.1,-11.4,-8,0,3,721.5,158,133.8,No,8.665000000000001,4,4,-12,25,Weak,19,3
2011-11-26,2011,Autumn,November,Yes,No,-9.4,-14.3,-1.7,0.2,2,718.3,131,131.7,No,7.001,4,5,-4,12,Quiet,15,1
2011-11-27,2011,Autumn,November,Yes,No,-13.8,-16.1,-8.9,0,5,729.15,124,129.3,No,12.667,6,12,-11,20,Quiet,8,3
2011-11-28,2011,Autumn,November,No,No,-18.1,-21.8,-13.7,0,2,730.25,98,131.7,Yes,5.332,4,4,-9,28,Quiet,12,4
2011-11-29,2011,Autumn,November,No,No,-12.1,-15.5,-7.4,0,1,732.8,135,134,No,19.666,12,17,-14,27,Weak,24,2
2011-11-30,2011,Autumn,November,No,No,-12.1,-14.8,-9,0.2,2,732.5,132,136.8,No,18.999,12,16,-24,31,Weak,12,2
2011-12-01,2011,Winter,December,No,No,-10.9,-13.2,-9.4,0.4,2,731.5,129,140.1,No,13.334,7,13,-21,17,Weak,13,3
2011-12-02,2011,Winter,December,No,No,-14.8,-18.2,-12,0.2,2,726.6,127,148,No,9.666,6,8,-9,21,Quiet,14,1
2011-12-03,2011,Winter,December,Yes,No,-16.8,-19.9,-12.5,0,2,725.75,154,152.9,No,17.334,10,17,-17,27,Weak,7,1
2011-12-04,2011,Winter,December,Yes,No,-17.9,-21.6,-14.9,0,1,727.15,162,159.4,No,8,4,8,-12,20,Weak,6,3
2011-12-05,2011,Winter,December,No,No,-17.8,-20.7,-14.8,0,1,729.9,151,159,No,3.999,2,6,-7,11,Quiet,16,2
2011-12-06,2011,Winter,December,No,No,-15.6,-18,-11.9,0.8,1,736.1,151,153.6,No,1.3330000000000002,1,3,-1,12,Quiet,11,0
2011-12-07,2011,Winter,December,No,No,-18.5,-22,-14.1,0,1,738.3,132,146.6,No,1.666,1,0,1,18,Quiet,18,3
2011-12-08,2011,Winter,December,No,No,-19,-23.2,-13.8,0,1,738.3,159,144.5,No,2.999,2,4,8,13,Quiet,11,7
2011-12-09,2011,Winter,December,No,No,-8.1,-14.7,-1.2,3.7,1,732.05,114,140.4,No,7.667,4,6,2,17,Quiet,20,1
2011-12-10,2011,Winter,December,Yes,No,-5.1,-9.2,-1.1,0,2,727.95,102,139.2,No,16.334,8,14,-13,25,Weak,11,3
2011-12-11,2011,Winter,December,Yes,No,-9.8,-13.9,-2.8,0,5,730.6,93,135.8,No,14.001,7,12,-7,19,Quiet,10,1
2011-12-12,2011,Winter,December,No,No,-13,-16.8,-9.1,0.8,2,725.9,76,130.2,No,12.334,6,11,-4,14,Quiet,8,0
2011-12-13,2011,Winter,December,No,No,-13.1,-14.2,-11.6,1.4,6,735.05,81,127.5,No,9.334,4,11,-5,16,Quiet,12,5
2011-12-14,2011,Winter,December,No,No,-14.8,-17.1,-12.2,2.5,3,735.8,78,129,No,4.665,3,5,-3,11,Quiet,16,2
2011-12-15,2011,Winter,December,No,No,-22.1,-25.5,-14.2,0,3,736.6,57,127.9,No,1.3330000000000002,1,2,-4,10,Quiet,16,7
2011-12-16,2011,Winter,December,No,No,-22.3,-25,-19.3,0,1,734.7,75,120.3,No,0.333,0,0,0,10,Quiet,16,6
2011-12-17,2011,Winter,December,Yes,No,-24.9,-28.1,-21.2,0,2,737.6,90,117.2,No,1,1,2,3,8,Quiet,9,3
2011-12-18,2011,Winter,December,Yes,No,-24.2,-27.4,-19.6,0,2,736.25,100,115.8,No,3,2,3,7,24,Quiet,9,3
2011-12-19,2011,Winter,December,No,No,-23.1,-26.1,-20,0,1,731,115,123.3,No,13.667,6,15,8,18,Quiet,14,1
2011-12-20,2011,Winter,December,No,No,-14.1,-21.3,-10.9,2.7,1,730.05,108,124.1,No,11,6,9,0,15,Quiet,17,3
2011-12-21,2011,Winter,December,No,No,-12.9,-15.1,-10.4,2.8,4,731.8,109,133,No,11.334,6,10,-5,21,Quiet,12,1
2011-12-22,2011,Winter,December,No,No,-10.3,-12.7,-6.9,4.6,2,728.1,103,139.9,No,7.666,4,4,-10,13,Quiet,18,0
2011-12-23,2011,Winter,December,No,No,-11.6,-13.5,-8.5,2.1,3,727.7,103,141.1,No,2.0010000000000003,1,0,-2,18,Quiet,10,7
2011-12-24,2011,Winter,December,Yes,No,-11.6,-15.1,-8.4,1.6,1,726.1,84,133.7,No,3.667,2,3,1,11,Quiet,14,1
2011-12-25,2011,Winter,December,Yes,No,-9.8,-12,-5.7,0.4,3,726.4,97,138.1,No,5.333,3,1,-1,11,Quiet,6,0
2011-12-26,2011,Winter,December,No,No,-12.5,-15.1,-8.1,0,2,726.95,117,139.6,No,0.999,1,0,-1,8,Quiet,13,1
2011-12-27,2011,Winter,December,No,No,-17.1,-20.7,-12.3,0,2,726.65,114,140.8,No,0,0,0,9,16,Quiet,14,2
2011-12-28,2011,Winter,December,No,No,-14.3,-19.1,-6.9,0,1,726.8,109,135.7,No,8,4,8,16,31,Quiet,13,2
2011-12-29,2011,Winter,December,No,No,-13.3,-16.1,-9.8,0.3,3,731.2,112,140,No,16,9,15,5,32,Quiet,10,0
2011-12-30,2011,Winter,December,No,No,-16.9,-20.7,-12.1,0,1,729.2,93,142.3,No,13,7,11,-3,37,Quiet,15,3
2011-12-31,2011,Winter,December,Yes,No,-13.4,-16.3,-10.4,0.6,2,728.7,93,136.4,No,11.666,6,10,-13,17,Weak,10,1
2012-01-01,2012,Winter,January,Yes,No,-10.7,-14.2,-8.3,1.5,2,734.7,71,128.5,No,9.334,4,5,-5,12,Quiet,9,0
2012-01-02,2012,Winter,January,Yes,No,-10.3,-13,-7.5,0.7,2,736.1,92,129.4,No,7.332000000000001,4,8,5,19,Quiet,8,0
2012-01-03,2012,Winter,January,Yes,No,-17.7,-21.7,-12.5,0,2,729.85,120,130.3,No,15,9,13,-22,28,Weak,18,4
2012-01-04,2012,Winter,January,Yes,No,-18.8,-21.6,-15.4,0.4,1,730.25,126,130.2,No,3.667,2,3,-9,17,Quiet,11,5
2012-01-05,2012,Winter,January,Yes,No,-21.2,-25.7,-15.7,0,2,729.6,109,131.6,No,9.335,5,10,2,21,Quiet,9,4
2012-01-06,2012,Winter,January,Yes,No,-19.4,-21.8,-16,0.3,2,731.7,113,136.6,No,12.001,6,12,2,15,Quiet,12,4
2012-01-07,2012,Winter,January,Yes,No,-20.2,-23,-16.2,0.2,1,732.8,113,131,No,12.334,6,12,-3,10,Quiet,10,4
2012-01-08,2012,Winter,January,Yes,No,-17.9,-21.1,-14,0.4,1,731.5,104,135.9,No,8.666,4,8,-3,12,Quiet,16,3
2012-01-09,2012,Winter,January,Yes,No,-12.8,-16.5,-8.8,0.7,1,731.8,79,131.4,No,15.333,7,9,1,17,Quiet,17,3
2012-01-10,2012,Winter,January,No,No,-13.9,-20.1,-7.8,0,2,729.8,70,137.6,No,10.334,5,10,0,17,Quiet,19,4
2012-01-11,2012,Winter,January,No,No,-7.7,-10.7,-3.8,4.7,1,725.4,63,124.6,No,12.335,6,8,1,11,Quiet,12,3
2012-01-12,2012,Winter,January,No,No,-8.7,-12.7,-5.4,1.2,3,727.65,52,116.1,No,11.665,5,11,10,25,Quiet,19,5
2012-01-13,2012,Winter,January,No,No,-13.8,-17.5,-11,0.3,3,728,71,113,No,12.333,8,10,5,20,Quiet,15,2
2012-01-14,2012,Winter,January,Yes,No,-17.6,-21.2,-13.4,0,1,722.25,118,120,No,2.6660000000000004,2,1,1,8,Quiet,8,5
2012-01-15,2012,Winter,January,Yes,No,-18.9,-22.5,-14,0,1,720,149,128,No,7.666,4,7,6,12,Quiet,9,4
2012-01-16,2012,Winter,January,No,No,-17.1,-19.1,-14,0.6,1,722.3,154,129.2,No,16.665,9,17,-2,35,Quiet,13,5
2012-01-17,2012,Winter,January,No,No,-18.9,-21.7,-15.5,1.2,1,724.7,141,135.1,No,11.334,6,8,-8,19,Quiet,16,5
2012-01-18,2012,Winter,January,No,No,-23.2,-25.7,-17.4,1.4,4,734.55,126,134.5,No,7,4,4,-3,9,Quiet,11,4
2012-01-19,2012,Winter,January,No,No,-26.5,-28,-24,1.1,3,741.1,105,143.4,No,3.999,2,2,1,9,Quiet,22,2
2012-01-20,2012,Winter,January,No,No,-27.5,-30.7,-22.5,0.4,1,743.5,102,152,No,7.999,4,5,2,17,Quiet,10,5
2012-01-21,2012,Winter,January,Yes,No,-26.9,-30.2,-22,0.6,1,740.1,112,136.7,No,14.333,6,13,2,26,Quiet,7,2
2012-01-22,2012,Winter,January,Yes,No,-20.6,-26.5,-14,2.4,1,730.25,109,137.2,Yes,27.334,24,29,-7,127,Moderate,5,3
2012-01-23,2012,Winter,January,No,No,-18.6,-21.3,-14.8,1.1,4,727.625,113,136.6,No,14.001,12,8,-47,46,Moderate,22,0
2012-01-24,2012,Winter,January,No,No,-20.9,-24,-17,0.2,2,725,86,139.8,Yes,23.666,18,21,-28,53,Weak,17,3
2012-01-25,2012,Winter,January,No,No,-20.7,-23,-19,0.8,1,726,76,131.5,No,23.666,16,18,-41,54,Moderate,12,1
2012-01-26,2012,Winter,January,No,No,-24.1,-28.5,-18.6,0.3,3,726.6,49,122.5,No,14.666,7,14,-31,16,Weak,15,1
2012-01-27,2012,Winter,January,No,No,-26.6,-28.4,-22.5,0,2,731.7,65,124.3,No,14,7,11,-23,16,Weak,10,1
2012-01-28,2012,Winter,January,Yes,No,-31.7,-35.7,-24.5,0,2,735.75,45,137.4,No,12,6,12,-13,24,Weak,8,2
2012-01-29,2012,Winter,January,Yes,No,-33.1,-36.7,-27.7,0,2,735.7,57,111,No,12,6,9,-16,14,Weak,8,1
2012-01-30,2012,Winter,January,No,No,-33.1,-36.8,-27.6,0,1,735.25,62,106.6,No,11.001,8,8,-9,17,Quiet,15,1
2012-01-31,2012,Winter,January,No,No,-29.4,-32.7,-24.3,0.2,1,738.45,75,111,No,5.666,3,4,-5,26,Quiet,19,1
2012-02-01,2012,Winter,February,No,No,-30.8,-35.6,-24.4,0,1,737.325,89,113.1,No,11.333,6,10,-3,41,Weak,19,7
2012-02-02,2012,Winter,February,No,No,-28.4,-33.8,-21.1,0.3,2,736.2,59,114.1,No,9.333,4,5,-3,30,Quiet,17,5
2012-02-03,2012,Winter,February,No,No,-17.6,-21.8,-11,1,1,728.65,35,114.6,No,11.999,6,11,-6,20,Quiet,10,4
2012-02-04,2012,Winter,February,Yes,No,-20.8,-25.6,-15.1,0,1,721.1,38,107.9,No,18.667,9,14,-13,32,Weak,9,1
2012-02-05,2012,Winter,February,Yes,No,-16.9,-18.3,-15,1.4,4,733,29,104,No,16.335,8,16,-13,17,Quiet,6,4
2012-02-06,2012,Winter,February,No,No,-16.6,-18.9,-13.5,1.2,6,736.8,42,99.8,No,13.999,7,10,-9,21,Weak,10,5
2012-02-07,2012,Winter,February,No,No,-13.1,-15.9,-9.5,2.4,3,735.45,32,108.9,No,23,15,20,-18,15,Weak,19,2
2012-02-08,2012,Winter,February,No,No,-10.5,-11.9,-8.5,4.9,5,729.75,13,104.3,No,19,11,17,-19,13,Weak,13,2
2012-02-09,2012,Winter,February,No,No,-12.7,-13.7,-10.4,1.5,8,729.15,29,94.6,No,11.001,5,11,-8,14,Quiet,13,4
2012-02-10,2012,Winter,February,No,No,-14.7,-20.3,-10.3,0.4,3,727,46,96.6,No,10,5,9,-6,11,Quiet,23,1
2012-02-11,2012,Winter,February,Yes,No,-16,-18.1,-11.8,0,2,718.8,46,107.9,No,8.666,5,7,-4,10,Quiet,10,1
2012-02-12,2012,Winter,February,Yes,No,-17.1,-19.1,-13.9,0.7,5,726.65,49,109.4,No,7.667,4,6,1,16,Quiet,6,4
2012-02-13,2012,Winter,February,No,No,-21,-29.4,-12.7,0,4,726.45,65,107.6,No,18,10,14,-10,37,Weak,25,3
2012-02-14,2012,Winter,February,No,No,-16.3,-21.6,-11.5,1.7,2,729.4,58,105.7,No,20.668,12,18,-19,32,Weak,23,1
2012-02-15,2012,Winter,February,No,No,-11,-12,-9.7,4,3,734.4,54,104.8,No,27.333,22,23,-55,36,Moderate,11,8
2012-02-16,2012,Winter,February,No,No,-11.9,-13.3,-9,1.5,4,737.7,48,102,No,7.666,4,8,-24,35,Weak,23,2
2012-02-17,2012,Winter,February,No,No,-17.9,-24.7,-8.4,0,2,733.7,49,100.8,No,2.333,1,2,-9,20,Weak,18,6
2012-02-18,2012,Winter,February,Yes,No,-17.2,-23.6,-11.5,0,1,726.15,55,101.3,No,6.334,4,5,-1,22,Quiet,9,2
2012-02-19,2012,Winter,February,Yes,No,-19.4,-25.5,-12.9,0,1,723.55,70,101.7,No,23.333,21,18,-39,42,Moderate,6,2
2012-02-20,2012,Winter,February,No,No,-17.1,-23.3,-11.8,0,2,720.65,64,102.9,No,26.999,20,23,-30,20,Weak,25,3
2012-02-21,2012,Winter,February,No,No,-17,-21.9,-11,0,3,721.5,59,108.7,No,13.334,7,12,-21,25,Weak,14,5
2012-02-22,2012,Winter,February,No,No,-16.4,-22.6,-7.3,0,2,724.5,44,101,No,17.998,11,15,-10,22,Weak,17,2
2012-02-23,2012,Winter,February,Yes,No,-11.5,-14.2,-9.2,0.6,3,731.95,55,102,No,5.666,3,5,-9,11,Quiet,22,3
2012-02-24,2012,Winter,February,No,No,-10.5,-13.6,-5.1,0.4,3,733.35,58,101.2,No,10.667,6,7,-5,12,Quiet,16,5
2012-02-25,2012,Winter,February,Yes,No,-13.6,-21.1,-2.7,0,2,730.6,48,106.7,No,12.334,6,13,-2,15,Quiet,5,3
2012-02-26,2012,Winter,February,Yes,No,-14.7,-21.5,-6.2,0,1,725.75,48,105.9,Yes,13.667,7,11,-5,25,Quiet,11,2
2012-02-27,2012,Winter,February,No,No,-13.4,-21.1,-4.5,0,2,721.8,44,104.9,No,23.999,19,20,-13,69,Moderate,14,3
2012-02-28,2012,Winter,February,No,No,-9.3,-10.7,-6.5,0.7,3,725.15,39,103.5,No,17.666,12,15,-28,18,Weak,16,5
2012-02-29,2012,Winter,February,No,No,-13.8,-19.6,-7,0.2,3,729.15,20,101.3,No,11,7,10,-17,25,Weak,10,3
2012-03-01,2012,Spring,March,No,No,-15.3,-22.4,-6.6,0,2,727.8,24,100.2,No,24.001,17,23,-18,50,Weak,13,5
2012-03-02,2012,Spring,March,No,No,-15.3,-22.3,-7.3,0,2,728.75,27,101.6,No,19.001,10,16,-30,36,Moderate,22,5
2012-03-03,2012,Spring,March,Yes,No,-15.2,-22.4,-6.5,0,2,726.5,63,106.3,No,15.333,8,13,-29,22,Weak,7,2
2012-03-04,2012,Spring,March,Yes,No,-12.6,-20.8,-2.3,0,2,721.9,86,114.5,No,20.667,12,18,-31,34,Weak,14,3
2012-03-05,2012,Spring,March,No,No,-9.8,-12.9,-5.3,1.1,2,718.7,108,118.2,No,18,10,15,-28,25,Weak,21,2
2012-03-06,2012,Spring,March,No,No,-11.2,-13.2,-6.2,0,4,727.6,115,129.5,No,17.668,9,16,-23,31,Weak,5,3
2012-03-07,2012,Spring,March,No,No,-16.8,-25,-8.2,0,5,730.7,106,136,Yes,39.334,48,34,-60,78,Moderate,14,6
2012-03-08,2012,Spring,March,Yes,No,-15.7,-20.6,-9.8,0,2,729,97,133.7,Yes,27.001,25,25,-31,75,Moderate,11,0
2012-03-09,2012,Spring,March,Yes,No,-14.5,-20.3,-8.2,0,2,732.4,110,137.5,No,44,87,36,-98,118,Major,12,6
2012-03-10,2012,Spring,March,Yes,No,-14.8,-23.3,-6,0,3,732.6,104,143.5,No,25,19,22,-69,26,Moderate,7,0
2012-03-11,2012,Spring,March,No,No,-13.4,-21.7,-3.2,0,2,728.2,116,146.9,No,17.667,10,17,-41,47,Moderate,18,5
2012-03-12,2012,Spring,March,No,No,-11.6,-19.5,-2.9,0,2,725.8,116,129.5,Yes,29.333,32,23,-38,60,Moderate,16,4
2012-03-13,2012,Spring,March,No,No,-9.3,-18.5,0.9,0,2,724.8,96,113.5,No,17,10,14,-41,22,Moderate,20,1
2012-03-14,2012,Spring,March,No,No,-5.8,-14.1,4.6,0,2,717.8,85,139,No,16,8,14,-37,16,Weak,12,4
2012-03-15,2012,Spring,March,No,No,-4,-8.6,-0.4,0,1,720.05,88,117.5,Yes,31.667,36,26,-46,71,Moderate,29,6
2012-03-16,2012,Spring,March,No,No,-5.2,-6.9,-1.7,0,6,724.55,85,109.4,No,30.999,26,25,-50,24,Moderate,15,4
2012-03-17,2012,Spring,March,Yes,No,-9.7,-15.1,-3,0,5,725.9,88,97.6,No,30.667,26,26,-43,41,Moderate,13,0
2012-03-18,2012,Spring,March,Yes,No,-9.9,-19,1,0,3,725.9,62,101.4,No,21,13,17,-40,21,Moderate,6,4
2012-03-19,2012,Spring,March,No,No,-7.9,-13.6,1.2,0,3,719,74,101.1,No,18,10,17,-32,22,Weak,18,5
2012-03-20,2012,Spring,March,No,No,-5.2,-9.1,0.6,0,4,720.1,86,100.9,No,10,5,9,-24,15,Weak,12,5
