Date,Month,Year,EMS,Wind,Temp_mean,H2O,Sunspots,Sud_Imp,Sud_Storm,Dst_mean,Dst_var,Dst_group,PC1,PC2
2013-12-20,12,2013,15,3,-9,0.2,143,No,No,-9,10,level_1,0.1561094408321775,-0.1250270917022245
2013-12-21,12,2013,11,4,-9.6,0,140,No,No,-5,15,level_1,1.4899470504009815,1.0768539829054926
2013-12-22,12,2013,12,3,-9.2,0,114,No,No,5,12,level_1,4.908762819501488,0.6167878855403083
2013-12-23,12,2013,21,3,-9.6,2.4,111,No,No,5,9,level_1,4.878577371926987,-0.01049419440042404
2013-12-24,12,2013,17,1,-14.8,0.2,109,No,No,7,12,level_1,5.604334487389744,-0.2762767048291349
2013-12-25,12,2013,7,1,-20.8,0,96,No,No,-11,53,level_2,-0.5087713323245422,-4.507970737550264
2013-12-26,12,2013,24,1,-23,0,103,No,No,-5,17,level_1,1.629998280064925,1.7401037065590428
2013-12-27,12,2013,19,1,-21.7,0,106,No,No,8,23,level_1,5.741150094233227,1.4199098711003086
2013-12-28,12,2013,13,2,-10.8,0,100,No,No,12,21,level_1,7.1132682696149185,-1.1628517476922622
2013-12-29,12,2013,10,2,-7.5,1.6,124,No,No,0,14,level_1,3.1305685706399142,0.7052742559120974
2013-12-30,12,2013,21,5,-7.4,2.5,100,No,No,-4,13,level_1,1.924151686748486,-0.22380258479892529
2013-12-31,12,2013,6,2,-7.2,4.4,136,No,No,1,17,level_1,3.449078381714883,1.6032737646979158
2014-01-01,1,2014,8,4,-5.3,2.1,124,No,No,-11,51,level_2,-0.5675100033733217,-3.531165250083295
2014-01-02,1,2014,9,2,-6.1,2,133,No,No,-19,16,level_2,-2.9044128223285277,0.22950374292055817
2014-01-03,1,2014,15,2,-13.4,0,153,No,No,-18,26,level_2,-2.764421732070981,-1.9712410689715134
2014-01-04,1,2014,8,2,-11.6,0.5,136,No,No,-10,14,level_1,0.11272476575886889,0.11536744280424918
2014-01-05,1,2014,17,6,-12.7,2.2,134,No,No,-8,11,level_1,0.485449577658773,0.0507374054834292
2014-01-06,1,2014,15,2,-20.8,0,167,No,No,-7,8,level_1,0.9669481052750843,-0.02802272009171674
2014-01-07,1,2014,11,2,-27.7,0,140,Yes,No,-7,16,level_1,1.0416342541462598,0.830259326632442
2014-01-08,1,2014,11,1,-26.1,0,107,No,No,-9,15,level_1,0.3562133234090135,0.7837528660668232
2014-01-09,1,2014,18,1,-19.2,0,120,Yes,No,-9,28,level_2,0.09482538442528643,2.1444374297356785
2014-01-10,1,2014,13,1,-18.9,0,137,No,No,-2,13,level_1,2.4501783705553013,-0.30675069144869227
2014-01-11,1,2014,8,1,-15.9,0.5,142,No,No,1,20,level_1,3.5516155402533647,0.3985542042003076
2014-01-12,1,2014,11,1,-14.4,0,133,No,No,-8,16,level_1,0.7198146940931848,-0.7793810786579964
2014-01-13,1,2014,15,1,-13.4,0,117,No,No,-6,24,level_1,1.3298779007555068,1.302318260471525
2014-01-14,1,2014,16,1,-8.6,0,96,No,No,-9,16,level_1,0.37236679422582414,0.47616731325830924
2014-01-15,1,2014,16,1,-13.9,0,93,No,No,-9,16,level_1,0.2668628114503958,1.2202150604041657
2014-01-16,1,2014,16,1,-13.1,0,80,No,No,-1,14,level_1,2.7804762668866023,1.0718928364942144
2014-01-17,1,2014,10,1,-15.5,0,74,No,No,2,14,level_1,3.943116480913121,0.08513636922016911
2014-01-18,1,2014,15,4,-12.4,3.5,116,No,No,0,24,level_1,3.240641488633102,2.075089054985758
2014-01-19,1,2014,7,2,-10.9,1.2,110,No,No,9,13,level_1,5.960805308604078,-0.630880553836237
2014-01-20,1,2014,15,4,-13,0,133,No,No,2,12,level_1,3.8375267079140443,-0.19254230178234688
2014-01-21,1,2014,16,6,-8,0,129,No,No,4,26,level_1,4.517388570811205,-0.9544886939509699
2014-01-22,1,2014,14,2,-6.5,1,154,No,No,-9,16,level_1,0.3471713275828676,0.8432924789841908
2014-01-23,1,2014,9,3,-8.5,9.4,146,No,No,-7,16,level_1,0.9936402400413834,0.17712441315540794
2014-01-24,1,2014,9,2,-15.7,0.2,116,No,No,-2,21,level_1,2.6573189754218696,1.8033755167236314
2014-01-25,1,2014,10,4,-15.1,0,100,No,No,-7,23,level_2,0.9104385136166735,0.1235379513690252
2014-01-26,1,2014,8,5,-13.4,0.6,97,No,No,-14,26,level_2,-1.1306080725628351,2.2662326657089205
2014-01-27,1,2014,17,3,-19.3,0,76,No,No,-3,15,level_1,2.101411988880162,0.6457632496889836
2014-01-28,1,2014,17,4,-14.7,2,77,No,No,-4,15,level_1,1.9354999534372526,-0.03333337364123369
2014-01-29,1,2014,15,2,-16.8,0.6,94,No,No,-7,17,level_1,1.0545167582074737,0.3899891004858812
2014-01-30,1,2014,16,1,-23.3,0,99,No,No,-7,14,level_1,0.9169474217467511,0.6336681001669573
2014-01-31,1,2014,9,3,-25.1,0,93,No,No,-1,15,level_1,2.9253498960791706,1.1318147958818092
2014-02-01,2,2014,9,4,-21.2,2.8,94,No,No,4,18,level_1,4.6289832030763325,0.103253665784656
2014-02-02,2,2014,8,1,-25.1,0.4,118,No,No,0,14,level_1,3.1385265199810974,0.73709599158613
2014-02-03,2,2014,17,2,-22.1,0,127,No,No,2,21,level_1,3.936651544301549,-0.9567745841392925
2014-02-04,2,2014,14,1,-21.3,0,144,No,No,1,21,level_1,3.6404617098888643,0.9874533256797311
2014-02-05,2,2014,12,1,-22,0,167,No,No,7,15,level_1,5.357007094344694,0.27958741894907324
2014-02-06,2,2014,14,1,-20.7,0,171,No,No,-17,30,level_2,-2.341728050877504,-1.660415436718175
2014-02-07,2,2014,10,2,-20.7,0.3,147,Yes,No,-11,32,level_2,-0.38446762571905524,2.507730282068629
2014-02-08,2,2014,9,1,-19.1,0.3,147,No,No,-18,49,level_2,-2.7602414835541875,-3.6384266029629635
2014-02-09,2,2014,9,1,-21.5,0,147,No,No,-29,18,level_2,-6.114766877400334,0.710360204538923
2014-02-10,2,2014,13,1,-22.8,0,137,No,No,-23,18,level_2,-4.308742339105184,0.5594949486590065
2014-02-11,2,2014,9,2,-22,0.4,158,No,No,-15,18,level_2,-1.6403909474332872,0.3648478018367456
2014-02-12,2,2014,11,1,-20,0.5,161,No,No,-15,19,level_2,-1.5451918572292458,0.7164393697263798
2014-02-13,2,2014,18,2,-19.2,0,147,No,No,4,8,level_1,4.375065858772645,-0.3482651997225178
2014-02-14,2,2014,12,1,-21.1,0,130,No,No,4,9,level_1,4.387132116490414,-0.5287771818919678
2014-02-15,2,2014,10,2,-19.7,0.5,113,No,Yes,15,53,level_1,7.923832434128337,5.470572445499721
2014-02-16,2,2014,7,2,-19.5,0,103,No,No,-16,37,level_2,-2.0903771976849113,-2.554344697554073
2014-02-17,2,2014,15,2,-18.5,0,106,No,No,-20,16,level_2,-3.174994244836805,0.8226604840173927
2014-02-18,2,2014,14,6,-16.9,0,127,No,No,-14,52,level_3,-1.2548260339732558,-2.1639861765698947
2014-02-19,2,2014,6,4,-10.8,0,126,No,No,-66,77,level_4,-18.169978924331772,3.5102279113757695
2014-02-20,2,2014,16,3,-8.2,0,133,No,Yes,-62,58,level_3,-16.8834601247703,0.36748764247777843
2014-02-21,2,2014,14,5,-7,0,136,No,No,-47,18,level_3,-12.06249226010881,0.9710908519363532
2014-02-22,2,2014,12,1,-6.5,0,146,No,No,-38,43,level_3,-8.782897957673534,3.8489909876968498
2014-02-23,2,2014,11,3,-6,0,158,No,Yes,-25,63,level_3,-4.616777216969682,-4.119823069530454
2014-02-24,2,2014,23,8,-6,0,153,No,No,-31,43,level_3,-6.6934368200807715,3.6140249172180745
2014-02-25,2,2014,10,2,-11.9,0,171,No,No,-15,9,level_1,-1.70215999303106,0.39789623448207023
2014-02-26,2,2014,11,2,-14.7,0,207,No,No,-6,19,level_1,1.0977783612705305,0.8167509772839086
2014-02-27,2,2014,13,2,-14.5,0,220,No,Yes,-22,96,level_3,-3.721319951146402,-6.813072045055745
2014-02-28,2,2014,11,2,-15,0,196,No,No,-60,62,level_3,-16.196782396773244,4.8591974926619
2014-03-01,3,2014,8,1,-14.3,0,155,No,No,-37,29,level_3,-8.703308973780247,1.1770337830422162
2014-03-02,3,2014,7,2,-13.8,0,158,No,No,-21,29,level_2,-3.811414555770331,1.9716998154763623
2014-03-03,3,2014,11,2,-13.7,0.3,161,No,No,-17,22,level_2,-2.261914298698483,1.4340737520401614
2014-03-04,3,2014,12,2,-14.7,0.5,141,No,No,-10,17,level_1,-0.1737510448769577,0.042720447826791595
2014-03-05,3,2014,13,2,-15.1,0,154,No,No,-8,8,level_1,0.5241423922916252,0.14505726169995858
2014-03-06,3,2014,14,1,-12.8,0,127,No,No,-9,13,level_1,0.3632967344392204,-0.4974903046560434
2014-03-07,3,2014,10,3,-10.4,0,134,No,No,-7,5,level_1,1.0525652845010918,-0.0801035698167814
2014-03-08,3,2014,15,4,-9.9,0,116,No,No,-7,10,level_1,0.9522429240691728,0.3128836370729663
2014-03-09,3,2014,10,5,-7.7,0,111,No,No,-2,12,level_1,2.602373866278837,0.874424169398116
2014-03-10,3,2014,18,4,-6,1.3,113,No,No,0,21,level_1,3.2409238187382092,-1.5324108437841033
2014-03-11,3,2014,20,2,-9.3,0,111,No,No,-3,12,level_1,2.315642796571265,-0.5373525820332914
2014-03-12,3,2014,17,3,-6.2,0,132,No,No,-6,11,level_1,1.3298524667883138,0.5056885946926482
2014-03-13,3,2014,17,3,-3,0,112,No,No,-22,38,level_2,-3.7961853104154972,2.570347808567841
2014-03-14,3,2014,17,1,0.3,0,109,No,No,-13,17,level_2,-1.060634701011595,0.6380447896865227
2014-03-15,3,2014,8,3,-0.6,0,111,No,No,-6,18,level_1,1.2828639052088116,1.3495565315601183
2014-03-16,3,2014,6,6,-0.4,12.4,122,No,No,-5,10,level_1,1.4384242229281998,0.6714136103564678
2014-03-17,3,2014,15,3,-3.9,0,126,No,No,3,11,level_1,4.2264712859932265,-0.0657839972552399
2014-03-18,3,2014,15,2,-1.4,0,136,No,No,-6,18,level_1,1.2081468651969396,0.07912435710804794
2014-03-19,3,2014,10,4,-1.5,0,141,No,No,-2,8,level_1,2.5124326172632503,0.37804262356734797
2014-03-20,3,2014,16,2,1.8,0,139,No,No,8,22,level_1,5.828816669914672,2.05489154004434
2014-03-21,3,2014,14,3,1.7,0,126,No,No,-11,25,level_2,-0.3722605647572645,0.2981615979217933
2014-03-22,3,2014,11,2,3.9,0,146,No,No,2,11,level_1,3.8354530050947435,0.020220931480210785
2014-03-23,3,2014,13,3,3.1,0,151,No,No,-5,12,level_1,1.4796252711095497,-0.7437879251548732
2014-03-24,3,2014,13,3,5.4,0,137,No,No,-1,15,level_1,2.898216799809614,0.2349231798944698
2014-03-25,3,2014,7,4,2.6,1.4,136,Yes,No,6,24,level_1,5.030691874356784,0.8714806910485815
2014-03-26,3,2014,16,3,3,0,112,No,No,-11,20,level_2,-0.30057158198125744,0.8870089109948813
2014-03-27,3,2014,14,2,3.3,0,115,No,No,-11,25,level_2,-0.2933814042341687,-2.415661996591698
2014-03-28,3,2014,17,4,5.3,0,122,No,No,-9,13,level_1,0.16159347870324547,-0.4397419667992579
2014-03-29,3,2014,11,2,3.6,0,118,No,No,-10,20,level_2,-0.06607769246847937,1.9028471866013337
2014-03-30,3,2014,14,2,4.2,0,101,No,No,1,12,level_1,3.3964734083544355,0.16318026024643645
2014-03-31,3,2014,14,3,6.1,0,118,No,No,-3,20,level_1,2.2233584984250934,-0.6939214269848852
2014-04-01,4,2014,14,4,4.3,1.3,96,No,No,-4,25,level_1,1.9245254343829552,0.8804843901266394
2014-04-02,4,2014,11,4,2.7,0,114,No,No,-1,10,level_1,2.845719239064031,-0.1454544336920308
2014-04-03,4,2014,13,2,7.7,0,133,No,No,0,14,level_1,3.142982887511822,0.2967751136674407
2014-04-04,4,2014,10,4,7.8,0,158,No,No,1,10,level_1,3.609591542323919,0.0683309270646145
2014-04-05,4,2014,8,2,9.8,0,135,No,No,1,25,level_1,3.346751550282051,0.4365165706127521
2014-04-06,4,2014,16,4,9.3,0,121,No,No,-3,10,level_1,2.055953519145376,-0.09352169088445453
2014-04-07,4,2014,18,3,8.5,0,114,No,No,-10,32,level_2,0.15631090733916148,-0.249265697934726
2014-04-08,4,2014,17,3,7,0,117,No,No,-13,13,level_1,-0.8341988364023089,-0.21555246385920712
2014-04-09,4,2014,15,3,4.3,1.9,94,No,No,-11,13,level_1,-0.3147331656835025,-0.9752039929077638
2014-04-10,4,2014,18,3,5.9,0,65,No,No,-7,14,level_1,0.8318728033102699,0.6402758962674671
2014-04-11,4,2014,11,4,7.2,0,61,No,No,-6,67,level_3,1.4713917234749905,-4.47156344934765
2014-04-12,4,2014,5,7,9.6,0,73,No,No,-65,38,level_3,-17.894164904438124,1.674445537248498
2014-04-13,4,2014,10,4,0.7,9.8,80,No,No,-43,34,level_3,-10.454035950488025,2.189932384787726
2014-04-14,4,2014,15,3,2.9,0,105,No,No,-24,16,level_2,-4.535223110826331,0.355437041654686
2014-04-15,4,2014,11,3,3.8,0,145,No,No,-17,11,level_2,-2.1100283076310435,0.09481408775133139
2014-04-16,4,2014,13,3,5,0,187,No,No,-3,16,level_1,2.3582092508408317,0.9583412607434554
2014-04-17,4,2014,11,3,6.2,0,199,No,No,-8,22,level_1,0.6372858617775014,-0.96483781893633
2014-04-18,4,2014,21,3,6.6,0,178,No,No,-3,24,level_1,2.2916363313293235,2.080597926353198
2014-04-19,4,2014,18,3,9,0,178,Yes,No,-5,26,level_1,1.4442898226884793,0.25280509883088054
2014-04-20,4,2014,7,2,10.7,0,173,No,Yes,0,36,level_1,3.36383699713707,-0.10976171231369519
2014-04-21,4,2014,11,2,12.4,0,150,No,No,-17,29,level_2,-2.453721408511644,0.17474890123366363
2014-04-22,4,2014,20,4,13.3,0,123,No,No,-12,20,level_1,-0.6600841155180474,0.05791320953637078
2014-04-23,4,2014,14,10,6.1,0,85,No,No,-8,16,level_1,0.662729521153064,-0.7343362245824359
2014-04-24,4,2014,8,5,-2.8,4.1,72,No,No,-13,25,level_2,-1.03454057793634,-1.8995742341329291
2014-04-25,4,2014,14,5,3.9,0.8,57,No,No,-15,13,level_2,-1.5437752765344563,-0.7936144248188964
2014-04-26,4,2014,8,5,9.8,0,45,No,No,-18,16,level_2,-2.6353998974404367,-0.7167037140182269
2014-04-27,4,2014,10,3,12,0,77,No,No,-5,14,level_1,1.7366430094209349,0.7149519173474427
2014-04-28,4,2014,15,5,13.3,0,80,No,No,-9,26,level_1,0.33472759905130245,-0.8226750764794597
2014-04-29,4,2014,8,6,7.7,0,77,No,No,3,24,level_1,4.24299065937016,1.830647875389937
2014-04-30,4,2014,10,4,5.1,0.3,82,No,No,-46,56,level_3,-11.794471757289557,-0.9009146387536425
2014-05-01,5,2014,10,3,4.1,0.5,88,No,No,-16,18,level_2,-1.7955211370795399,1.3321289048743672
2014-05-02,5,2014,13,5,3.6,0,115,No,No,-6,13,level_1,1.290028250747597,1.1402666762766982
2014-05-03,5,2014,10,3,5,0,123,Yes,No,3,40,level_2,4.190187323978999,-0.98657938040965
2014-05-04,5,2014,11,5,8.3,0,127,No,No,-30,33,level_2,-6.681017553422473,1.7477506267655107
2014-05-05,5,2014,10,3,10.1,0,142,No,No,-17,24,level_2,-2.355655125203022,-0.6356624116688894
2014-05-06,5,2014,10,6,7.4,2.8,148,No,No,-8,11,level_1,0.7386712251382497,0.9095200848070999
2014-05-07,5,2014,10,7,0.1,20.2,120,No,No,-3,7,level_1,2.1278844158809975,-0.3803820878226819
2014-05-08,5,2014,13,4,5.5,0.1,132,No,No,-26,45,level_2,-5.229748546100965,-2.3242916734372043
2014-05-09,5,2014,9,2,9.7,0,139,No,No,-20,32,level_2,-3.231556490700015,3.28843425697668
2014-05-10,5,2014,10,5,13,0,123,No,No,-15,27,level_2,-1.5518985532924043,-1.5912177364345215
2014-05-11,5,2014,13,8,9,0,150,No,No,-20,20,level_2,-3.3529305006194092,0.19403907338430926
2014-05-12,5,2014,10,6,2,2.9,154,No,No,-15,12,level_1,-1.533278080584457,0.6031797018361117
2014-05-13,5,2014,12,3,5.6,0,133,No,No,1,13,level_1,3.418012877473491,1.1089901262149777
2014-05-14,5,2014,11,4,8.2,0,166,No,No,3,11,level_1,4.130862593109089,-0.535410702684272
2014-05-15,5,2014,19,2,8.5,0,156,No,No,7,10,level_1,5.3199658349787375,0.8140719964020902
2014-05-16,5,2014,18,4,11.1,0,133,No,No,3,19,level_1,4.3629508102473435,0.05667954023984084
2014-05-17,5,2014,6,2,12.5,0,151,No,No,0,17,level_1,3.1229904481327644,0.6671320945376333
2014-05-18,5,2014,11,7,14.8,0,138,No,No,3,12,level_1,4.107154899325859,0.26201038397684145
2014-05-19,5,2014,10,5,3.7,3.6,102,No,No,3,11,level_1,4.263802485123795,0.1010409016508603
2014-05-20,5,2014,15,2,4.3,0,87,No,No,1,10,level_1,3.54130095358072,0.4921162137404373
2014-05-21,5,2014,11,2,6,4.1,85,No,No,9,16,level_1,6.083574586753929,1.5331079011423665
2014-05-22,5,2014,10,3,9.5,0,66,No,No,4,30,level_1,4.458679504268977,-2.5368950243854838
2014-05-23,5,2014,15,3,9.3,0.9,91,No,No,-13,38,level_2,-0.7308102318259928,-0.715461456427319
2014-05-24,5,2014,8,3,11,4.7,109,No,No,-17,16,level_2,-2.2115481962824317,0.3933428454164342
2014-05-25,5,2014,6,6,15.7,0,109,No,No,-9,11,level_1,0.3744472695528272,0.600124678969833
2014-05-26,5,2014,14,3,13.2,1.4,91,No,No,-6,6,level_1,1.2691808864383411,-0.051780665952312926
2014-05-27,5,2014,9,4,11,1.1,78,No,No,4,22,level_1,4.509176549544423,1.7299863133008293
2014-05-28,5,2014,11,3,11.8,0,70,No,No,2,23,level_1,3.823312578947596,-0.732365423639303
2014-05-29,5,2014,12,3,12.1,0,48,No,No,-5,22,level_1,1.548810830448038,-1.7853642987733354
2014-05-30,5,2014,15,8,15.4,0,55,No,No,-4,44,level_2,2.107346151211786,-1.2506317003495766
2014-05-31,5,2014,10,5,11.9,0,57,No,No,7,22,level_1,5.593894017491026,1.467141302234546
2014-06-01,6,2014,18,3,8.2,1.7,64,No,No,10,8,level_1,6.539596874706895,0.024458130149316193
2014-06-02,6,2014,11,2,11.1,0,62,No,No,9,11,level_1,6.170705083926836,0.5330598327513859
2014-06-03,6,2014,18,5,12.6,7.4,74,No,No,5,23,level_1,4.850058010328607,1.2881623322163618
2014-06-04,6,2014,8,3,9.9,10.9,64,No,No,2,11,level_1,3.8046424662515133,-0.6925339559143511
2014-06-05,6,2014,14,5,14,0,87,No,No,-1,12,level_1,2.8666905116615404,0.5113840019957093
2014-06-06,6,2014,13,5,9.3,4.3,119,No,No,-2,28,level_1,2.4531779478438485,2.377628855252456
2014-06-07,6,2014,10,3,10.5,10.7,133,No,Yes,4,38,level_1,4.500444015170817,1.0705300845175278
2014-06-08,6,2014,23,4,13.4,0,142,No,No,-19,54,level_2,-3.190396228001198,-4.013620128205112
2014-06-09,6,2014,20,3,16.8,0,156,No,No,-23,26,level_2,-4.278147772301434,0.9365933280321244
2014-06-10,6,2014,19,3,15.8,0,162,No,No,-5,21,level_1,1.5577821332457382,1.1788430980098523
2014-06-11,6,2014,11,4,12.8,12.1,174,No,No,0,14,level_1,3.302846475820399,-1.0099297968312873
2014-06-12,6,2014,5,3,16.5,0,197,No,No,-3,13,level_1,2.088991445963039,1.0828370536466336
2014-06-13,6,2014,15,5,17.7,0.1,182,No,No,12,22,level_1,7.203184824603904,1.1372046476051292
2014-06-14,6,2014,13,2,15.4,2.6,137,No,No,0,17,level_1,3.0664449618455003,-0.7671582848888826
2014-06-15,6,2014,12,3,15.7,0,74,No,No,1,11,level_1,3.5710581880281285,0.8033617340465765
2014-06-16,6,2014,18,3,14.5,0.5,84,No,No,2,14,level_1,4.0004022909791335,-0.6985054683371076
2014-06-17,6,2014,18,2,14.2,3.3,95,No,No,-1,25,level_1,2.95846101950986,0.8498004892717034
2014-06-18,6,2014,11,2,14.8,0,120,No,No,-21,21,level_2,-3.3934112281426487,-0.09341610016010327
2014-06-19,6,2014,7,2,16.6,1.9,95,No,No,-14,10,level_1,-1.3370301350768923,-0.2791388477429807
2014-06-20,6,2014,16,2,18.2,4.4,80,No,No,-2,22,level_1,2.5039503636326215,1.7603043746115037
2014-06-21,6,2014,12,2,19.1,0,93,No,No,-9,32,level_2,0.2187457552647869,-1.8058899800439687
2014-06-22,6,2014,11,3,20.6,0,90,No,No,-7,12,level_1,0.798972711947078,-0.9178386092745889
2014-06-23,6,2014,11,3,19.5,1.7,77,Yes,No,0,19,level_1,3.146433948358719,0.6104967230052407
2014-06-24,6,2014,13,4,18.9,0.4,40,No,No,2,21,level_1,3.700135560161752,-0.5203064482770903
2014-06-25,6,2014,8,2,19.8,0,55,No,No,6,28,level_1,5.293868634356722,1.2052656040198928
2014-06-26,6,2014,15,3,21.9,0,67,No,No,2,21,level_1,3.7721273220678544,-1.202189557881512
2014-06-27,6,2014,14,3,22.5,0,67,No,No,3,9,level_1,4.283374268584386,0.13032256854055965
2014-06-28,6,2014,8,3,21.4,5.4,71,No,No,4,19,level_1,4.416666689538287,-1.2421734229209704
2014-06-29,6,2014,17,2,21.3,0,93,No,No,6,18,level_1,5.131780502153862,1.0015096105199368
2014-06-30,6,2014,15,4,21.9,0,132,No,No,4,16,level_1,4.5371975583225215,0.15402570218735837
2014-07-01,7,2014,14,4,16.9,11.5,134,No,No,4,17,level_1,4.655784115337066,0.6126452181276624
2014-07-02,7,2014,11,3,15,0.7,145,No,No,12,8,level_1,7.0831336584888005,0.045326254003717925
2014-07-03,7,2014,20,3,15.6,0,167,No,No,-1,47,level_1,2.6848128756497895,-2.9356245492048103
2014-07-04,7,2014,10,2,18.1,0,172,No,No,1,15,level_1,3.401477869269789,0.726277097789939
2014-07-05,7,2014,7,2,16.5,7.5,194,No,No,8,13,level_1,5.76220520796452,0.8203033126502923
2014-07-06,7,2014,10,3,16.7,0.4,185,No,No,12,13,level_1,6.9887528328717545,1.3448217862806773
2014-07-07,7,2014,16,3,16,1,197,No,No,7,13,level_1,5.395934324637636,-0.4076230482113053
2014-07-08,7,2014,13,2,18.4,0.6,183,No,No,8,22,level_1,5.808174703966599,-0.15602505370290765
2014-07-09,7,2014,13,3,19.2,0,162,No,No,2,19,level_1,3.8322766063599625,-0.11562572301994206
2014-07-10,7,2014,13,2,20.1,0,161,No,No,-9,24,level_2,0.22615885004812172,1.4896361699048766
2014-07-11,7,2014,11,2,21.9,0,144,No,No,-7,9,level_1,1.0243986200020476,-0.004607134872659374
2014-07-12,7,2014,13,2,23,0,119,No,No,-11,36,level_2,-0.6572343329964251,-1.5610980216324142
2014-07-13,7,2014,4,2,23.6,0,86,No,No,-1,16,level_1,2.9837332330381385,1.2151849279798206
2014-07-14,7,2014,16,3,24.2,0,62,Yes,No,18,45,level_1,9.34035586970036,2.3216690068480728
2014-07-15,7,2014,16,2,23.2,0,18,No,No,3,30,level_1,3.8615825780579325,-2.892272224558017
2014-07-16,7,2014,23,3,21.1,5.8,10,No,No,0,12,level_1,3.2988720195673706,0.838285648665034
2014-07-17,7,2014,11,4,18.6,11.8,0,No,No,4,8,level_1,4.343967074384226,-0.4486948875744864
2014-07-18,7,2014,16,2,17.8,2.7,15,No,No,0,7,level_1,3.3530158568720565,0.3484017788267884
2014-07-19,7,2014,7,2,17.5,2.6,35,No,No,4,9,level_1,4.2968438350335445,0.19248545898685815
2014-07-20,7,2014,13,4,19.6,0,35,No,No,9,9,level_1,6.096218328929172,0.20041189180458335
2014-07-21,7,2014,13,3,18.9,0.5,17,No,No,6,18,level_1,5.039838854805226,-1.0026588419872513
2014-07-22,7,2014,16,2,20,0,39,No,No,-1,11,level_1,3.043795528730718,0.11734233690782869
2014-07-23,7,2014,10,3,21.4,0,65,No,No,6,16,level_1,5.288561555908164,0.6372557718658087
2014-07-24,7,2014,14,3,22.1,0,62,No,No,4,21,level_1,4.406901085521981,-0.07405999613202724
2014-07-25,7,2014,11,3,19.8,2.5,64,No,No,1,20,level_1,3.381647372493518,-0.18597005712814482
2014-07-26,7,2014,17,2,20.2,0,58,No,No,-7,24,level_1,0.7277141198694841,-0.9234361740513758
2014-07-27,7,2014,10,2,18,5.4,78,No,No,1,19,level_1,3.550467688256609,1.7859116346131316
2014-07-28,7,2014,13,2,18.9,0,109,No,No,4,29,level_1,4.661748983112427,-1.6371158081888917
2014-07-29,7,2014,10,4,20.8,0,137,No,No,1,22,level_1,3.373583573185743,1.2688004393638979
2014-07-30,7,2014,4,4,18.2,18.4,122,No,No,2,11,level_1,3.7209376539136283,0.3719701755883271
2014-07-31,7,2014,8,2,17.2,0,131,No,No,6,14,level_1,5.079569033628474,0.2018623772596051
2014-08-01,8,2014,14,2,16.3,0,165,No,No,4,17,level_1,4.645680819461017,-0.04602176128352978
2014-08-02,8,2014,15,2,15.3,0.7,165,No,No,-11,13,level_1,-0.2571312169714172,0.3930142505761718
2014-08-03,8,2014,11,2,15.3,3.1,153,No,No,-3,14,level_1,2.4407484756495257,0.1924075257339085
2014-08-04,8,2014,12,2,15.6,0,146,No,No,-11,18,level_1,-0.33673958709649343,-0.7407701094500379
2014-08-05,8,2014,6,2,17.1,0,128,No,No,-16,18,level_2,-2.0305733270862594,-1.1305834715028258
2014-08-06,8,2014,9,2,19.8,0,113,No,No,-17,29,level_2,-2.4101386420259505,0.6538272012110168
2014-08-07,8,2014,8,5,16.2,12.8,123,No,No,-7,16,level_1,0.9605632545124484,-0.308426287488174
2014-08-08,8,2014,12,4,17.4,6.4,89,No,No,-10,20,level_2,-0.10450767440951507,1.3225146429229113
2014-08-09,8,2014,21,4,17.4,0,83,No,No,-4,20,level_1,2.0443389948768083,1.1721924605964282
2014-08-10,8,2014,7,2,14.9,0,62,No,No,0,26,level_1,3.149073076947149,-1.1569467107210614
2014-08-11,8,2014,17,3,17.3,0,69,No,No,5,20,level_1,4.858460050848149,-1.2851134499102341
2014-08-12,8,2014,15,2,18.4,0,75,No,No,-5,19,level_1,1.4998795167813608,-0.40489963813441204
2014-08-13,8,2014,9,3,19.9,0,79,No,No,-9,16,level_1,0.37866052343160006,0.9794135601146252
2014-08-14,8,2014,11,4,19.6,0,86,No,No,-4,20,level_1,1.713777129916487,0.8096534510784263
2014-08-15,8,2014,16,3,21.8,0,107,No,No,-2,16,level_1,2.6469992471942474,-0.4359286568667614
2014-08-16,8,2014,11,2,21.4,0,109,No,No,1,15,level_1,3.458816954089059,0.9473640774488663
2014-08-17,8,2014,15,2,22.5,0,116,No,No,15,27,level_1,7.9578993928132435,1.5160712465669433
2014-08-18,8,2014,14,4,19.6,1.4,105,No,No,2,11,level_1,3.974711449962992,-0.5288287165641533
2014-08-19,8,2014,18,2,18.9,5.3,93,Yes,No,3,31,level_1,4.308810773629108,-0.16800330502506905
2014-08-20,8,2014,16,4,20.9,0,102,No,No,-5,14,level_1,1.6204326169444168,0.28853554622888566
2014-08-21,8,2014,7,5,15.5,19.7,120,No,No,-24,19,level_2,-4.502696792049255,0.1098656963243134
2014-08-22,8,2014,5,3,13.3,0,125,No,No,-9,15,level_1,0.2687072040527725,1.016442674824916
2014-08-23,8,2014,5,2,13.4,0,150,No,No,-1,13,level_1,2.8915639503229866,0.8859475840381741
2014-08-24,8,2014,16,3,14.7,0.1,149,No,No,1,14,level_1,3.2806174436964817,-0.08904493654793758
2014-08-25,8,2014,15,3,14.6,4.2,116,No,No,5,14,level_1,4.837419704361055,-0.3273776967480204
2014-08-26,8,2014,13,3,15.2,0,86,No,No,8,14,level_1,5.8653801200640885,1.031254987545681
